PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
31248615,Body-odor based assessments of sex and personality - Non-significant differences between blind and sighted odor raters,"Sorokowska A, Oleszkiewicz A.",Physiol Behav. 2019 Oct 15,,,,,,,
30829777,Efficacy and Safety of Botulinum Toxin A in Axillary Bromhidrosis and Associated Histological Changes in Sweat Glands: A Prospective Randomized Double-Blind Side-by-Side Comparison Clinical Study,"Wu CJ, Chang CK, Wang CY, Liao YS, Chen SG.",Dermatol Surg. 2019 Dec,,,,,,,
35312728,Variation in CFTR-dependent 'β-sweating' among healthy adults,"DeRose L, Kim J, Farahmand M, Shinbashi MY, Joo NS, Wine JJ.",PLoS One. 2022 Mar 21,,,,,,,
38108440,Skin-interfaced microfluidic sweat collection devices for personalized hydration management through thermal feedback,"Yang H, Ding H, Wei W, Li X, Duan X, Zhuang C, Liu W, Chen S, Wang X.",Lab Chip. 2024 Jan 17,,,,,,,
26661748,Sweat sodium loss influences serum sodium concentration in a marathon,"Lara B, Salinero JJ, Areces F, Ruiz-Vicente D, Gallo-Salazar C, Abián-Vicén J, Del Coso J.",Scand J Med Sci Sports. 2017 Feb,,,,,,,
31904899,Human body odor increases familiarity for faces during encoding-retrieval task,"Cecchetto C, Fischmeister FPS, Gorkiewicz S, Schuehly W, Bagga D, Parma V, Schöpf V.",Hum Brain Mapp. 2020 May,,,,,,,
37083734,Body odor disgust sensitivity (BODS) is related to extreme odor valence perception,"Zakrzewska M, Liuzza MT, Olofsson JK.",PLoS One. 2023 Apr 21,,,,,,,
36841856,Horses discriminate human body odors between fear and joy contexts in a habituation-discrimination protocol,"Jardat P, Destrez A, Damon F, Menard-Peroy Z, Parias C, Barrière P, Keller M, Calandreau L, Lansade L.",Sci Rep. 2023 Feb 25,,,,,,,
36250738,"A Soft Wearable Microfluidic Patch with Finger-Actuated Pumps and Valves for On-Demand, Longitudinal, and Multianalyte Sweat Sensing","Mishra N, Garland NT, Hewett KA, Shamsi M, Dickey MD, Bandodkar AJ.",ACS Sens. 2022 Oct 28,,,,,,,
36796903,A modelling framework for local thermal comfort assessment related to bicycle helmet use,"Bröde P, Aerts JM, De Bruyne G, Mayor TS, Annaheim S, Fiala D, Kuklane K.",J Therm Biol. 2023 Feb,,,,,,,
27478425,Interindividual variability in sweat electrolyte concentration in marathoners,"Lara B, Gallo-Salazar C, Puente C, Areces F, Salinero JJ, Del Coso J.",J Int Soc Sports Nutr. 2016 Jul 29,,,,,,,
29169540,Retroperitoneoscopic lumbar sympathectomy for plantar hyperhidrosis,"Lima SO, de Santana VR, Valido DP, de Andrade RLB, Fontes LM, Leite VHO, Neto JM, Santos JM, Varjão LL, Reis FP.",J Vasc Surg. 2017 Dec,,,,,,,
30297513,Do apes smell like humans? The role of skin bacteria and volatiles of primates in mosquito host selection,"Verhulst NO, Umanets A, Weldegergis BT, Maas JPA, Visser TM, Dicke M, Smidt H, Takken W.",J Exp Biol. 2018 Nov 16,,,,,,,
32306874,Losing stinks! The effect of competition outcome on body odour quality,"Fialová J, Třebický V, Kuba R, Stella D, Binter J, Havlíček J.",Philos Trans R Soc Lond B Biol Sci. 2020 Jun 8,,,,,,,
32408694,Comparative Study of the Composition of Sweat from Eccrine and Apocrine Sweat Glands during Exercise and in Heat,"Chen YL, Kuan WH, Liu CL.",Int J Environ Res Public Health. 2020 May 12,,,,,,,
34343779,No evidence for association between human body odor quality and immune system functioning,"Schwambergová D, Sorokowska A, Slámová Ž, Třebická Fialová J, Sabiniewicz A, Nowak-Kornicka J, Borkowska B, Pawłowski B, Havlíček J.",Psychoneuroendocrinology. 2021 Oct,,,,,,,
30413844,"Shortening of Incision by ""Pinch and Turn-Over Technique"" in the Treatment of Axillary Osmidrosis",Lee ET.,Aesthetic Plast Surg. 2019 Feb,,,,,,,
31083027,Bone Biomarker Response to Walking under Different Thermal Conditions in Older Adults,"Wherry SJ, Swanson CM, Wolfe P, Wellington T, Boxer RS, Schwartz RS, Kohrt WM.",Med Sci Sports Exerc. 2019 Aug,,,,,,,
31465715,TEA-sensitive K(+) channels and human eccrine sweat gland output,"Mack GW, Smith BS, Rowland B.",J Appl Physiol (1985). 2019 Oct 1,,,,,,,
29966586,Structural basis of malodour precursor transport in the human axilla,"Minhas GS, Bawdon D, Herman R, Rudden M, Stone AP, James AG, Thomas GH, Newstead S.",Elife. 2018 Jul 3,,,,,,,
33839953,Male mice and cows perceive human emotional chemosignals: a preliminary study,"Destrez A, Costes-Thiré M, Viart AS, Prost F, Patris B, Schaal B.",Anim Cogn. 2021 Nov,,,,,,,
37050438,Implications of the Onset of Sweating on the Sweat Lactate Threshold,"Maeda Y, Okawara H, Sawada T, Nakashima D, Nagahara J, Fujitsuka H, Ikeda K, Hoshino S, Kobari Y, Katsumata Y, Nakamura M, Nagura T.",Sensors (Basel). 2023 Mar 23,,,,,,,
29767685,Smelling Anxiety Chemosignals Impairs Clinical Performance of Dental Students,"Singh PB, Young A, Lind S, Leegaard MC, Capuozzo A, Parma V.",Chem Senses. 2018 Jul 5,,,,,,,
35113854,From musk to body odor: Decoding olfaction through genetic variation,"Li B, Kamarck ML, Peng Q, Lim FL, Keller A, Smeets MAM, Mainland JD, Wang S.",PLoS Genet. 2022 Feb 3,,,,,,,
25771714,Short- and long-term efficacy and mechanism of action of tumescent suction curettage for axillary hyperhidrosis,"Feldmeyer L, Bogdan I, Moser A, Specker R, Kamarashev J, French LE, Läuchli S.",J Eur Acad Dermatol Venereol. 2015 Oct,,,,,,,
36896681,Variation in human functional eccrine gland density and its implications for the evolution of human sweating,"Best AW, Lieberman DE, Gerson AR, Holt BM, Kamilar JM.",Am J Biol Anthropol. 2023 Jul,,,,,,,
34892683,A Wearable Patch for Prolonged Sweat Lactate Harvesting and Sensing,"Saha T, Fang J, Yokus MA, Mukherjee S, Bozkurt A, Daniele MA, Dickey MD, Velev OD.",Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov,,,,,,,
33970541,"Inhibition of microbial production of the malodorous substance isovaleric acid by 4,4' dichloro 2-hydroxydiphenyl ether (DCPP)","Mayer S, Hazenkamp M, Kluttig M, Ochs D.",Microbiologyopen. 2021 Mar,,,,,,,
25803676,A case of generalized bromhidrosis following whole-body depilatory laser,"Helou J, Haber R, Kechichian E, Tomb R.",J Cosmet Laser Ther. 2015,,,,,,,
36195389,Skin temperature response to thermal stimulus in patients with hyperhidrosis: A comparative study,"Carvalho F, Magalhaes C, Fernandez-Llimos F, Mendes J, Gonçalves J.",J Therm Biol. 2022 Oct,,,,,,,
35121739,The olfactory gating of visual preferences to human skin and visible spectra in mosquitoes,"Alonso San Alberto D, Rusch C, Zhan Y, Straw AD, Montell C, Riffell JA.",Nat Commun. 2022 Feb 4,,,,,,,
33580478,SARS-CoV-2 is not found in the sweat of COVID-19 positive patients,"Arslan B, Bercin S, Aydogan S, Islamoglu Y, Dinc B.",Ir J Med Sci. 2022 Feb,,,,,,,
36981912,Physiological Effects of a Garden Plant Smellscape from the Perspective of Perceptual Interaction,"Zhang X, Guo J, Zhang X, Zhang Q.",Int J Environ Res Public Health. 2023 Mar 12,,,,,,,
35956746,In Vitro and In Vivo Human Body Odor Analysis Method Using GO:PANI/ZNRs/ZIF-8 Adsorbent Followed by GC/MS,"Kim S, Bae S.",Molecules. 2022 Jul 27,,,,,,,
38273210,Wearing the Lab: Advances and Challenges in Skin-Interfaced Systems for Continuous Biochemical Sensing,"Watkins Z, McHenry A, Heikenfeld J.",Adv Biochem Eng Biotechnol. 2024,,,,,,,
37140130,"Serum, interstitial and sweat ATP in humans exposed to heat stress: Insights into roles of ATP in the heat loss responses","Fujii N, Tanabe Y, Amano T, Watanabe K, Kondo N, Nishiyasu T, Kenny GP.",Clin Physiol Funct Imaging. 2023 Sep,,,,,,,
35975584,An Integrated 3D Hydrophilicity/Hydrophobicity Design for Artificial Sweating Skin (i-TRANS) Mimicking Human Body Perspiration,"Peng Y, Zhou J, Yang Y, Lai JC, Ye Y, Cui Y.",Adv Mater. 2022 Nov,,,,,,,
33750239,"Titrating the Smell of Fear: Initial Evidence for Dose-Invariant Behavioral, Physiological, and Neural Responses","de Groot JHB, Kirk PA, Gottfried JA.",Psychol Sci. 2021 Apr,,,,,,,
35818297,Abnormal sensation during total body irradiation: a prospective observational study,"Mizumoto M, Oshiro Y, Miyamoto T, Sumiya T, Shimizu S, Iizumi T, Saito T, Makishima H, Numajiri H, Nakai K, Okumura T, Sakae T, Maruo K, Sakurai H.",J Radiat Res. 2022 Sep 21,,,,,,,
33784659,The effect of short and continuous absorbent patch application on local skin temperature underneath,"Klous L, Folkerts M, Daanen H, Gerrett N.",Physiol Meas. 2021 May 12,,,,,,,
30071561,Number of Preoperative Hyperhidrosis Sites Does Not Affect the Sympathectomy Postoperative Results and Compensatory Hyperhidrosis Occurrence,"Wolosker N, Leiderman DBD, de Campos JRM, Kauffman P, Tedde ML, Yazbek G, Puech-Leão P.",Thorac Cardiovasc Surg. 2019 Aug,,,,,,,
27859929,Does attenuated skin blood flow lower sweat rate and the critical environmental limit for heat balance during severe heat exposure?,"Cramer MN, Gagnon D, Crandall CG, Jay O.",Exp Physiol. 2017 Feb 1,,,,,,,
37517662,Can you smell my stress? Influence of stress chemosignals on empathy and emotion recognition in depressed individuals and healthy controls,"Wunder A, Ludwig J, Haertl T, Arnhardt S, Schwinn L, Chellapandian DC, Weinmair E, Mühle C, Thürauf N, Kornhuber J, Rohleder N, Loos HM, Freiherr J.",Physiol Behav. 2023 Oct 15,,,,,,,
35411704,Revisiting regional variation in the age-related reduction in sweat rate during passive heat stress,"Schmidt MD, Notley SR, Meade RD, Akerman AP, Rutherford MM, Kenny GP.",Physiol Rep. 2022 Apr,,,,,,,
33230876,Analysis of sweating by optical coherence tomography in patients with palmoplantar hyperhidrosis,"Kato K, Al-Sobaihi S, Al-Busani H, Nishizawa A, Ohmi M, Yokozeki H, Namiki T.",J Dermatol. 2021 Mar,,,,,,,
32306878,People expressing olfactory and visual cues of disease are less liked,"Sarolidou G, Axelsson J, Kimball BA, Sundelin T, Regenbogen C, Lundström JN, Lekander M, Olsson MJ.",Philos Trans R Soc Lond B Biol Sci. 2020 Jun 8,,,,,,,
34675199,Integrated cooling (i-Cool) textile of heat conduction and sweat transportation for personal perspiration management,"Peng Y, Li W, Liu B, Jin W, Schaadt J, Tang J, Zhou G, Wang G, Zhou J, Zhang C, Zhu Y, Huang W, Wu T, Goodson KE, Dames C, Prasher R, Fan S, Cui Y.",Nat Commun. 2021 Oct 21,,,,,,,
30389955,Sweat rate analysis of ivacaftor potentiation of CFTR in non-CF adults,"Kim J, Farahmand M, Dunn C, Milla CE, Horii RI, Thomas EAC, Moss RB, Wine JJ.",Sci Rep. 2018 Nov 2,,,,,,,
29420145,Body map of regional vs. whole body sweating rate and sweat electrolyte concentrations in men and women during moderate exercise-heat stress,"Baker LB, Ungaro CT, Sopeña BC, Nuccio RP, Reimel AJ, Carter JM, Stofan JR, Barnes KA.",J Appl Physiol (1985). 2018 May 1,,,,,,,
31836923,Detection of axillary perspiration metabolites using ion mobility spectrometry coupled to rapid gas chromatography,"Vautz W, Seifert L, Mohammadi M, Klinkenberg IAG, Liedtke S.",Anal Bioanal Chem. 2020 Jan,,,,,,,
34324162,The relationship between serum 25-hydroxyvitamin-D level and sweat function in patients with type 2 diabetes mellitus,"Chen T, Zhang Z, Lei H, Fen Z, Yuan Y, Jin X, Zhou H, Liu J, Wang W, Guo Q, Li L, Shao J.",J Endocrinol Invest. 2022 Feb,,,,,,,
29128285,Prolonged and localized sweat stimulation by iontophoretic delivery of the slowly-metabolized cholinergic agent carbachol,"Simmers P, Li SK, Kasting G, Heikenfeld J.",J Dermatol Sci. 2018 Jan,,,,,,,
33368108,Does the Sweating Severity of Primary Hyperhidrosis Sites Affect Post-Sympathotomy Results?,"Çınar HU, Çelik B.",Thorac Cardiovasc Surg. 2022 Mar,,,,,,,
36951615,"Thermal stress, hydration, and salivary and respiratory stress markers in curling players performing a match in the cold","Tanabe Y, Suzuki S, Kojima J, Matsui T, Watanabe K, Nishiyasu T, Fujii N.",Scand J Med Sci Sports. 2023 Jul,,,,,,,
27467216,Local versus whole-body sweating adaptations following 14 days of traditional heat acclimation,"Poirier MP, Gagnon D, Kenny GP.",Appl Physiol Nutr Metab. 2016 Aug,,,,,,,
29247299,Influence of Body Odors and Gender on Perceived Genital Arousal,"Alves-Oliveira P, Carvalho J, Ferreira J, Alho L, Nobre P, Olsson MJ, Soares SC.",Arch Sex Behav. 2018 Apr,,,,,,,
35477899,Sweating Rate and Sweat Chloride Concentration of Elite Male Basketball Players Measured With a Wearable Microfluidic Device Versus the Standard Absorbent Patch Method,"Baker LB, King MA, Keyes DM, Brown SD, Engel MD, Seib MS, Aranyosi AJ, Ghaffari R.",Int J Sport Nutr Exerc Metab. 2022 Apr 27,,,,,,,
28099590,"Palmar hyperhidrosis: clinical, pathophysiological, diagnostic and therapeutic aspects","Romero FR, Haddad GR, Miot HA, Cataneo DC.",An Bras Dermatol. 2016 Nov-Dec,,,,,,,
31608521,"Nicotinic receptors modulate skin perfusion during normothermia, and have a limited role in skin vasodilatation and sweating during hyperthermia","Fujii N, Amano T, Kenny GP, Honda Y, Kondo N, Nishiyasu T.",Exp Physiol. 2019 Dec,,,,,,,
30054140,The relation between age and outcomes of thoracic sympathectomy for hyperhidrosis: The older the better,"Leiderman DBD, Milanez de Campos JR, Kauffman P, Tedde ML, Yazbek G, Teivelis MP, Wolosker N.",J Thorac Cardiovasc Surg. 2018 Oct,,,,,,,
30260183,Sweat iron concentration during 4-week exercise training,"Saran T, Zawadka M, Chmiel S, Mazur A.",Ann Agric Environ Med. 2018 Sep 25,,,,,,,
35346792,High trait anxiety blocks olfactory plasticity induced by aversive learning,"Rosenthal MC, Bacallao MA, Garcia AT, McGann JP.",Biol Psychol. 2022 Apr,,,,,,,
38850226,The scent of cuteness-neural signatures of infant body odors,"Schäfer L, Köppel C, Kreßner-Kiel D, Schwerdtfeger S, Michael M, Weidner K, Croy I.",Soc Cogn Affect Neurosci. 2024 May 27,,,,,,,
39166308,Research Progress of Using Canine Olfactory Search for Human Remains,"Fang W, Zheng JL, Fu YM, Liu Y.",Fa Yi Xue Za Zhi. 2024 Jun 25,,,,,,,
26230919,"Incidence, severity, and impact of hyperhidrosis in people with lower-limb amputation","Hansen C, Godfrey B, Wixom J, McFadden M.",J Rehabil Res Dev. 2015,,,,,,,
31235387,Tattoos do not affect exercise-induced localised sweat rate or sodium concentration,"Rogers E, Irwin C, McCartney D, Cox GR, Desbrow B.",J Sci Med Sport. 2019 Nov,,,,,,,
24647796,Elevated social stress levels and depressive symptoms in primary hyperhidrosis,"Gross KM, Schote AB, Schneider KK, Schulz A, Meyer J.",PLoS One. 2014 Mar 19,,,,,,,
25109393,The impact of olfactory dysfunction on interoceptive awareness,"Krajnik J, Kollndorfer K, Notter LA, Mueller CA, Schöpf V.",Psychophysiology. 2015 Feb,,,,,,,
32873302,Is Anopheles gambiae attraction to floral and human skin-based odours and their combination modulated by previous blood meal experience?,"Kemibala EE, Mafra-Neto A, Saroli J, Silva R, Philbert A, Ng'habi K, Foster WA, Dekker T, Mboera LEG.",Malar J. 2020 Sep 1,,,,,,,
30497517,Understanding the microbial basis of body odor in pre-pubescent children and teenagers,"Lam TH, Verzotto D, Brahma P, Ng AHQ, Hu P, Schnell D, Tiesman J, Kong R, Ton TMU, Li J, Ong M, Lu Y, Swaile D, Liu P, Liu J, Nagarajan N.",Microbiome. 2018 Nov 29,,,,,,,
31230518,"Normative data for sweating rate, sweat sodium concentration, and sweat sodium loss in athletes: An update and analysis by sport","Barnes KA, Anderson ML, Stofan JR, Dalrymple KJ, Reimel AJ, Roberts TJ, Randell RK, Ungaro CT, Baker LB.",J Sports Sci. 2019 Oct,,,,,,,
32748563,Cross-validation of equations to predict whole-body sweat sodium concentration from regional measures during exercise,"Baker LB, Nuccio RP, Reimel AJ, Brown SD, Ungaro CT, De Chavez PJD, Barnes KA.",Physiol Rep. 2020 Aug,,,,,,,
30094912,Sparing subcutaneous septa avoids skin necrosis in the treatment of axillary bromhidrosis with suction-curettage shaving,"Hsu KC, Wang KY.",J Cosmet Dermatol. 2019 Jun,,,,,,,
35817126,Bloody olfaction? Confounding associations of sex and age on the influence of blood parameters and body weight on odor identification performance in healthy adults,"Schicker D, Karacan B, Brandl B, Skurk T, Volkert D, Hauner H, Freiherr J.",Physiol Behav. 2022 Oct 1,,,,,,,
31922304,"Pressure-and dose-controlled, needle-free, transcutaneous pneumatic injection of botulinum neurotoxin-A for the treatment of primary axillary and palmoplantar hyperhidrosis","Kim HM, Lee MJ, Lee MH, Lee H.",Skin Res Technol. 2020 Jul,,,,,,,
30523403,"Exercise intensity effects on total sweat electrolyte losses and regional vs. whole-body sweat [Na(+)], [Cl(-)], and [K(+)]","Baker LB, De Chavez PJD, Ungaro CT, Sopeña BC, Nuccio RP, Reimel AJ, Barnes KA.",Eur J Appl Physiol. 2019 Feb,,,,,,,
33135854,Age at menarche and risk of vasomotor menopausal symptoms: a pooled analysis of six studies,"Chung HF, Zhu D, Dobson AJ, Kuh D, Gold EB, Crawford SL, Avis NE, Mitchell ES, Woods NF, Anderson DJ, Mishra GD.",BJOG. 2021 Feb,,,,,,,
37996033,Air quality in the car: How CO(2) and body odor affect drivers' cognition and driving performance?,"Wang C, Lin Y, Ptukhin Y, Liu S.",Sci Total Environ. 2024 Feb 10,,,,,,,
37270617,Comparable responses to a wide range of olfactory stimulation in women and men,"Lillqvist M, Claeson AS, Zakrzewska M, Andersson L.",Sci Rep. 2023 Jun 3,,,,,,,
27511295,Odor-induced recall of emotional memories in PTSD-Review and new paradigm for research,"Daniels JK, Vermetten E.",Exp Neurol. 2016 Oct,,,,,,,
30300469,"Soft, Skin-Interfaced Microfluidic Systems with Wireless, Battery-Free Electronics for Digital, Real-Time Tracking of Sweat Loss and Electrolyte Composition","Kim SB, Lee K, Raj MS, Lee B, Reeder JT, Koo J, Hourlier-Fargette A, Bandodkar AJ, Won SM, Sekine Y, Choi J, Zhang Y, Yoon J, Kim BH, Yun Y, Lee S, Shin J, Kim J, Ghaffari R, Rogers JA.",Small. 2018 Nov,,,,,,,
36992574,Effect of optimizing the use of endoscope on the efficiency of microdynamic bromhidrosis removal operation,"He Z, Xi W, Zhang J, Han P, Li X, Yang F.",J Cosmet Dermatol. 2023 Sep,,,,,,,
38018099,Knockout of OR39 reveals redundancy in the olfactory pathway regulating the acquisition of host seeking in Anopheles coluzzii,"Hinze A, Pelletier J, Ghaninia M, Marois E, Hill SR, Ignell R.",Proc Biol Sci. 2023 Nov 29,,,,,,,
27043786,Plantar Sweating as an Indicator of Lower Risk of Compensatory Sweating after Thoracic Sympathectomy,Kargi AB.,Thorac Cardiovasc Surg. 2017 Sep,,,,,,,
25077920,Deodorants and antiperspirants affect the axillary bacterial community,"Callewaert C, Hutapea P, Van de Wiele T, Boon N.",Arch Dermatol Res. 2014 Oct,,,,,,,
35805501,Heat Strain Evaluation of Power Grid Outdoor Workers Based on a Human Bioheat Model,"Li L, Sun B, Hu Z, Zhang J, Gao S, Bian H, Wu J.",Int J Environ Res Public Health. 2022 Jun 26,,,,,,,
36521651,Different armpits under my new nose: Olfactory sex but not gender affects implicit measures of embodiment,"Lesur MR, Stussi Y, Bertrand P, Delplanque S, Lenggenhager B.",Biol Psychol. 2023 Jan,,,,,,,
34312746,Are you my mummy? Long-term olfactory memory of mother's body odour by offspring in the domestic cat,"Szenczi P, Urrutia A, Hudson R, Bánszegi O.",Anim Cogn. 2022 Feb,,,,,,,
35151973,A dual-functional polyaniline film-based flexible electrochemical sensor for the detection of pH and lactate in sweat of the human body,"Zhu C, Xue H, Zhao H, Fei T, Liu S, Chen Q, Gao B, Zhang T.",Talanta. 2022 May 15,,,,,,,
35749337,Predicting Hydration Status Using Machine Learning Models From Physiological and Sweat Biomarkers During Endurance Exercise: A Single Case Study,"Wang S, Lafaye C, Saubade M, Besson C, Margarit-Taule JM, Gremeaux V, Liu SC.",IEEE J Biomed Health Inform. 2022 Sep,,,,,,,
